campaign_id,branch_type,region,season,occasion,cake_type,promotion_type,discount_percent,social_media_spend,influencer_support,customization_available,personalized_bundle,day_of_week,campaign_duration_days,estimated_foot_traffic,website_visits,branch_capacity,base_price,actual_orders,actual_revenue,gross_margin_percent,campaign_cost,actual_profit,actual_roi,success_label
CMP-00520,Neighborhood,Bangkok,New Year,Friend Group,Fruit Cake,Bundle,15,5000,0,1,1,Weekend,12,5679,1596,294,897,282,260163.19,49.16,42703.07,85197.07,1.995,1
CMP-00521,Hospital,Northeast,Normal,Couple Gift,Cheesecake,Discount,15,15915,0,1,0,Weekday,10,5696,2647,364,987,176,160944.17,56.96,53788.13,37883.26,0.704,0
CMP-00522,Transit,Central,New Year,Family Celebration,Strawberry,Free Add-on,5,72426,0,0,1,Weekday,9,5742,8844,278,890,300,284088.0,50.98,105245.9,39584.63,0.376,0
CMP-00523,Neighborhood,South,Graduation,Seasonal Gift,Cheesecake,Social Challenge,10,46367,0,0,1,Weekday,5,3093,10142,480,1055,289,307334.16,55.38,78283.04,91930.1,1.174,0
CMP-00524,Mall,Bangkok,New Year,Self Reward,Strawberry,Personalized Box,5,42643,0,1,0,Weekend,3,13996,7245,548,925,203,194441.01,57.27,50097.01,61252.22,1.223,1
CMP-00525,Mall,Bangkok,Graduation,Office Celebration,Vanilla,Social Challenge,25,36835,1,1,1,Weekday,14,13926,9939,440,874,757,600418.33,50.73,116069.86,188531.47,1.624,1
CMP-00526,University Area,Bangkok,Valentine,Office Celebration,Strawberry,Social Challenge,25,52567,1,0,0,Weekend,9,8797,18901,343,859,395,254478.75,49.68,114410.67,12014.08,0.105,0
CMP-00527,University Area,Central,Songkran,Office Celebration,Red Velvet,Personalized Box,20,31097,1,1,1,Weekend,9,3203,7347,317,816,344,271721.47,44.26,80984.46,39282.8,0.485,0
CMP-00528,CBD / Office,South,Normal,Self Reward,Strawberry,Personalized Box,10,29279,0,1,0,Weekend,14,9970,5655,364,860,458,386396.28,50.24,61144.4,132989.34,2.175,1
CMP-00529,Transit,Bangkok,Valentine,Seasonal Gift,Matcha,Personalized Box,25,22979,1,1,0,Weekend,6,10218,4907,414,963,361,284198.15,50.11,80370.29,62043.5,0.772,0
CMP-00530,Neighborhood,North,Normal,Couple Gift,Chocolate,Creator Collaboration,10,75367,1,0,0,Weekday,6,6271,15108,490,805,407,294871.5,53.96,126137.84,32969.65,0.261,0
CMP-00531,CBD / Office,Bangkok,New Year,Office Celebration,Chocolate,Discount,20,25064,0,0,0,Weekday,5,10727,3612,650,980,353,276752.0,47.51,34559.71,96917.82,2.804,0
CMP-00532,Mall,Bangkok,Normal,Self Reward,Vanilla,Creator Collaboration,20,29294,0,0,0,Weekend,13,15245,5518,737,864,627,433382.4,46.9,64516.66,138752.89,2.151,0
CMP-00533,CBD / Office,Bangkok,Mother's Day,Office Celebration,Cheesecake,Personalized Box,0,22986,0,0,0,Weekday,3,13051,3112,425,959,159,152481.0,52.27,35547.54,44161.18,1.242,1
CMP-00534,University Area,Northeast,Normal,Birthday,Chocolate,Personalized Box,10,5000,0,1,1,Weekday,13,7217,2614,476,893,280,272293.56,56.74,44724.41,109770.13,2.454,0
CMP-00535,University Area,Bangkok,Normal,Couple Gift,Red Velvet,Personalized Box,30,5000,0,1,1,Weekend,7,10076,2056,316,833,240,169332.24,44.26,33369.16,41574.86,1.246,1
CMP-00536,Mall,Bangkok,Christmas,Birthday,Strawberry,Bundle,5,31632,0,1,1,Weekend,6,11692,4940,620,1015,494,576370.8,60.05,58956.95,287137.93,4.87,1
CMP-00537,Mall,North,Normal,Self Reward,Vanilla,Personalized Box,0,33578,1,1,0,Weekend,10,12202,6681,439,765,486,405251.1,53.65,106450.47,110977.79,1.043,0
CMP-00538,Hospital,Northeast,Valentine,Couple Gift,Cheesecake,Personalized Box,10,34153,1,0,0,Weekday,8,3772,7072,363,1003,373,336707.1,45.78,83168.41,70975.56,0.853,0
CMP-00539,CBD / Office,Bangkok,Valentine,Seasonal Gift,Cheesecake,Personalized Box,15,50905,1,1,1,Weekend,10,9507,7782,595,1050,836,902817.3,58.04,122202.6,401812.63,3.288,1
CMP-00540,University Area,Bangkok,Normal,Office Celebration,Chocolate,Personalized Box,10,11347,0,1,1,Weekend,12,8974,3810,569,721,336,263816.78,53.54,65589.65,75660.55,1.154,0
CMP-00541,CBD / Office,Bangkok,Valentine,Seasonal Gift,Fruit Cake,Discount,30,5889,0,0,0,Weekday,6,11308,1773,491,905,297,188149.5,39.35,24150.86,49877.13,2.065,0
CMP-00542,Transit,North,Normal,Family Celebration,Matcha,Social Challenge,20,66663,1,0,0,Weekday,8,5490,20467,281,947,297,225007.2,49.66,133190.37,-21444.85,-0.161,0
CMP-00543,Mall,South,Normal,Seasonal Gift,Cheesecake,Limited Edition,20,20395,0,1,0,Weekday,10,11812,4350,736,938,405,344514.64,44.91,41783.41,112947.66,2.703,0
CMP-00544,Transit,Bangkok,Normal,Birthday,Vanilla,Bundle,20,64854,1,0,0,Weekend,12,10352,10257,220,676,355,191984.0,39.86,137285.31,-60754.46,-0.443,0
CMP-00545,Neighborhood,South,Mother's Day,Birthday,Cheesecake,Free Add-on,5,23588,1,0,0,Weekend,13,4577,4676,411,820,310,241490.0,53.98,84658.04,45690.19,0.54,0
CMP-00546,Transit,Bangkok,Normal,Seasonal Gift,Vanilla,Discount,10,30100,0,1,0,Weekday,6,6117,4834,202,718,164,115514.71,60.46,50240.49,19600.9,0.39,0
CMP-00547,Transit,Bangkok,Songkran,Couple Gift,Chocolate,Personalized Box,20,5000,0,0,0,Weekday,9,8632,1478,340,877,132,92611.2,52.34,34898.71,13576.69,0.389,0
CMP-00548,Neighborhood,Central,New Year,Self Reward,Red Velvet,Social Challenge,15,26766,1,0,0,Weekend,13,6126,8565,395,1008,685,586908.0,41.92,96436.02,149581.48,1.551,1
CMP-00549,Transit,Bangkok,Normal,Office Celebration,Strawberry,Creator Collaboration,15,38986,0,0,0,Weekday,14,7043,8883,382,818,554,385196.2,56.37,85300.23,131833.08,1.546,1
CMP-00550,University Area,Bangkok,Mother's Day,Friend Group,Vanilla,Personalized Box,10,41786,1,1,1,Weekday,10,7487,7705,437,850,608,562795.2,59.35,122578.65,211439.49,1.725,1
CMP-00551,Neighborhood,Northeast,Normal,Birthday,Matcha,Bundle,10,50936,0,1,0,Weekend,14,4396,6450,426,930,385,351247.05,51.08,79939.81,99478.34,1.244,0
CMP-00552,Transit,Central,New Year,Friend Group,Chocolate,Limited Edition,25,29262,0,0,0,Weekday,12,7082,6564,266,783,418,255289.32,50.76,54461.39,75126.78,1.379,1
CMP-00553,Hospital,Bangkok,Christmas,Couple Gift,Strawberry,Limited Edition,25,8504,0,1,1,Weekend,8,6259,1888,179,952,208,186887.5,40.99,55475.21,21120.73,0.381,0
CMP-00554,University Area,Central,Normal,Friend Group,Matcha,Free Add-on,10,14903,0,1,0,Weekday,7,7596,3732,277,802,176,138470.11,54.8,38054.79,37822.29,0.994,0
CMP-00555,Neighborhood,Bangkok,Back to School,Office Celebration,Matcha,Free Add-on,30,41612,0,0,0,Weekday,9,5145,7124,293,866,336,203683.2,48.71,74424.0,24791.54,0.333,0
CMP-00556,Transit,Bangkok,Normal,Friend Group,Matcha,Social Challenge,30,31700,1,0,0,Weekday,12,8924,11266,380,828,639,370364.4,49.63,119914.42,63912.45,0.533,0
CMP-00557,Transit,Bangkok,New Year,Self Reward,Matcha,Discount,15,36424,1,0,0,Weekday,6,10762,8369,413,878,368,274638.4,45.07,83374.64,40406.81,0.485,0
CMP-00558,CBD / Office,Bangkok,Normal,Office Celebration,Vanilla,Social Challenge,15,33796,0,0,0,Weekday,8,12616,7410,437,843,414,296651.7,53.08,55448.98,102008.26,1.84,1
CMP-00559,CBD / Office,Northeast,Mother's Day,Birthday,Vanilla,Bundle,15,8596,0,0,0,Weekday,11,8294,2623,593,691,317,186189.95,47.5,50257.84,38186.05,0.76,0
CMP-00560,University Area,Northeast,Normal,Birthday,Fruit Cake,Social Challenge,0,54513,1,0,0,Weekday,14,5849,12993,278,995,502,499490.0,55.13,144933.02,130458.48,0.9,0
CMP-00561,Transit,North,New Year,Birthday,Cheesecake,Social Challenge,15,66018,1,1,0,Weekday,8,5795,18121,319,933,338,292175.48,58.16,121808.3,48113.62,0.395,0
CMP-00562,Transit,Bangkok,Valentine,Friend Group,Matcha,Discount,15,58715,1,1,0,Weekend,6,8821,14120,387,836,288,223071.55,62.44,101454.1,37827.76,0.373,0
CMP-00563,Transit,Bangkok,Graduation,Birthday,Vanilla,Bundle,15,49163,0,1,0,Weekday,7,9684,10725,249,636,217,127868.12,42.06,64734.47,-10949.46,-0.169,0
CMP-00564,Hospital,Central,Christmas,Birthday,Strawberry,Bundle,20,45497,0,0,0,Weekend,13,3261,8680,335,723,524,303081.6,52.84,92444.19,67711.72,0.732,0
CMP-00565,Hospital,Northeast,Normal,Self Reward,Cheesecake,Free Add-on,15,38944,0,0,0,Weekday,9,2467,5446,324,990,214,180081.0,44.67,74593.57,5843.47,0.078,0
CMP-00566,Mall,Bangkok,Back to School,Couple Gift,Cheesecake,Free Add-on,25,28524,0,0,1,Weekend,9,11445,4320,718,890,400,299040.0,49.95,55292.23,94092.98,1.702,0
CMP-00567,CBD / Office,Northeast,Back to School,Birthday,Strawberry,Personalized Box,10,13031,0,1,0,Weekday,14,8736,2956,429,879,407,350955.69,49.99,49279.96,126147.1,2.56,0
CMP-00568,Neighborhood,Bangkok,Normal,Birthday,Red Velvet,Discount,20,34728,1,0,0,Weekday,11,5348,5285,465,919,316,232323.2,54.23,102516.62,23476.91,0.229,0
CMP-00569,Hospital,South,Back to School,Couple Gift,Strawberry,Creator Collaboration,5,48206,0,0,0,Weekend,11,4501,8665,205,799,293,222401.65,52.76,79246.05,38100.95,0.481,0
CMP-00570,Mall,Bangkok,Normal,Birthday,Red Velvet,Free Add-on,15,34789,0,0,0,Weekend,14,15943,5534,706,940,485,387515.0,46.6,77792.89,102791.91,1.321,0
CMP-00571,Transit,Northeast,Normal,Seasonal Gift,Red Velvet,Social Challenge,5,25423,0,1,1,Weekday,10,5339,6938,198,952,250,273581.0,52.3,61512.14,81582.63,1.326,1
CMP-00572,Mall,South,Back to School,Birthday,Fruit Cake,Bundle,15,48810,1,0,0,Weekend,3,9548,13297,608,912,263,203877.6,47.63,102054.81,-4956.86,-0.049,0
CMP-00573,CBD / Office,South,Normal,Couple Gift,Vanilla,Free Add-on,15,20439,0,0,0,Weekday,8,9157,2660,495,793,206,138854.3,46.12,48999.92,15040.45,0.307,0
CMP-00574,Transit,Bangkok,Normal,Friend Group,Cheesecake,Bundle,25,9631,0,0,0,Weekday,4,10653,2173,331,914,151,103510.5,38.57,18833.6,21092.76,1.12,0
CMP-00575,Neighborhood,Bangkok,Back to School,Seasonal Gift,Vanilla,Social Challenge,5,60045,1,0,0,Weekday,8,5747,20626,377,861,414,338631.3,43.57,108486.31,39048.46,0.36,0
CMP-00576,Transit,North,Mother's Day,Birthday,Matcha,Social Challenge,0,51464,0,0,1,Weekend,12,8896,11071,244,908,355,361020.8,53.92,109285.49,85393.85,0.781,0
CMP-00577,Mall,Bangkok,Normal,Birthday,Strawberry,Discount,25,30771,1,0,0,Weekday,12,13588,6400,674,944,497,351876.0,47.99,100694.41,68181.27,0.677,0
CMP-00578,University Area,Bangkok,Graduation,Birthday,Fruit Cake,Bundle,15,38826,0,0,0,Weekend,4,7980,7242,460,895,250,190187.5,53.88,51972.4,50495.43,0.972,0
CMP-00579,CBD / Office,Bangkok,New Year,Birthday,Fruit Cake,Free Add-on,25,71528,1,1,1,Weekend,10,9743,15125,390,904,576,472538.88,48.36,142624.99,85879.01,0.602,0
CMP-00580,Neighborhood,Bangkok,Normal,Family Celebration,Chocolate,Social Challenge,10,44911,0,0,0,Weekday,6,5896,11544,360,712,298,190958.4,50.45,69889.86,26454.41,0.379,0
CMP-00581,CBD / Office,Bangkok,Normal,Couple Gift,Red Velvet,Discount,0,46110,1,1,0,Weekend,5,9555,7441,463,935,292,297591.8,54.99,97634.66,66005.21,0.676,0
CMP-00582,Mall,Bangkok,Graduation,Office Celebration,Matcha,Creator Collaboration,15,40204,0,0,0,Weekend,11,12498,9127,705,956,758,615950.8,47.25,63807.28,227215.84,3.561,0
CMP-00583,Neighborhood,South,New Year,Seasonal Gift,Fruit Cake,Discount,15,18953,0,0,1,Weekend,5,4217,2810,474,915,181,157665.48,52.34,44919.75,37601.61,0.837,0
CMP-00584,CBD / Office,Northeast,Christmas,Seasonal Gift,Cheesecake,Limited Edition,15,20648,0,1,1,Weekday,10,7933,3812,677,923,492,485740.64,60.63,54454.55,240055.97,4.408,0
CMP-00585,Mall,Central,Graduation,Office Celebration,Fruit Cake,Limited Edition,20,41463,1,0,0,Weekday,4,11638,9502,529,998,253,210075.01,48.9,79245.15,23479.35,0.296,0
CMP-00586,Mall,Northeast,Graduation,Couple Gift,Red Velvet,Personalized Box,15,65048,1,1,1,Weekend,14,11430,16236,708,1012,1326,1380156.49,50.84,135089.77,566599.74,4.194,1
CMP-00587,Mall,North,Songkran,Birthday,Vanilla,Social Challenge,5,46550,0,0,0,Weekday,11,9617,9877,694,700,526,349790.0,46.99,91127.31,73252.01,0.804,0
CMP-00588,CBD / Office,Central,Back to School,Seasonal Gift,Fruit Cake,Personalized Box,10,24568,0,0,0,Weekday,5,10078,4610,448,978,275,242055.0,52.09,42070.27,84017.21,1.997,1
CMP-00589,CBD / Office,Northeast,Normal,Couple Gift,Matcha,Limited Edition,0,21944,0,0,0,Weekend,5,8974,3671,620,876,184,167631.36,59.91,32359.54,68076.52,2.104,0
CMP-00590,Neighborhood,Bangkok,Mother's Day,Office Celebration,Vanilla,Bundle,20,22470,0,1,1,Weekday,3,8489,3689,467,706,179,122330.03,52.71,45697.65,18782.16,0.411,0
CMP-00591,Neighborhood,Northeast,Christmas,Birthday,Chocolate,Limited Edition,10,14514,0,0,1,Weekend,8,6325,2645,405,754,225,177847.49,56.58,45839.79,54784.92,1.195,0
CMP-00592,Mall,Central,New Year,Seasonal Gift,Cheesecake,Social Challenge,15,49427,0,1,1,Weekend,6,13023,7789,659,935,500,480823.75,49.92,84505.58,155530.53,1.84,1
CMP-00593,CBD / Office,North,Back to School,Office Celebration,Red Velvet,Bundle,0,49350,0,1,1,Weekend,4,9442,11065,610,933,317,357870.81,62.41,68956.73,154400.84,2.239,1
CMP-00594,Hospital,Bangkok,Normal,Seasonal Gift,Strawberry,Creator Collaboration,20,60278,1,0,0,Weekend,7,5156,16324,189,838,174,116649.6,42.39,104466.81,-55018.63,-0.527,0
CMP-00595,Transit,Central,New Year,Family Celebration,Red Velvet,Personalized Box,5,34367,0,1,0,Weekday,7,7283,6364,305,919,279,265503.24,53.2,60616.74,80622.72,1.33,1
CMP-00596,Hospital,North,Graduation,Birthday,Strawberry,Creator Collaboration,5,68939,1,0,0,Weekday,11,3094,23157,354,870,546,451269.0,57.82,139755.7,121170.08,0.867,0
CMP-00597,Transit,Bangkok,Songkran,Couple Gift,Fruit Cake,Free Add-on,20,52049,0,0,0,Weekday,10,6907,6313,386,959,370,283864.0,49.35,77338.96,62744.96,0.811,0
CMP-00598,CBD / Office,Bangkok,Normal,Office Celebration,Matcha,Free Add-on,10,11687,0,0,0,Weekday,8,10393,3092,408,861,232,179776.8,41.93,38948.42,36440.64,0.936,0
CMP-00599,Transit,Bangkok,Graduation,Couple Gift,Cheesecake,Limited Edition,15,29715,1,1,0,Weekend,10,9151,8236,388,957,563,519157.46,54.1,90004.37,190880.04,2.121,1
CMP-00600,Hospital,Northeast,Graduation,Family Celebration,Red Velvet,Discount,20,23677,0,0,1,Weekend,13,5091,5482,310,994,474,422155.78,45.25,78279.27,112746.95,1.44,1
CMP-00601,Neighborhood,Central,New Year,Self Reward,Cheesecake,Personalized Box,15,30735,0,0,1,Weekday,4,4761,6611,474,966,279,256577.33,52.86,54091.75,81543.0,1.507,1
CMP-00602,Transit,Bangkok,New Year,Family Celebration,Chocolate,Personalized Box,15,29654,1,1,0,Weekend,8,9238,4078,268,731,269,182186.03,49.96,81018.9,9999.56,0.123,0
CMP-00603,Neighborhood,Northeast,Normal,Self Reward,Vanilla,Discount,0,17668,0,0,0,Weekend,8,4649,4696,429,796,158,125768.0,52.24,38048.57,27658.79,0.727,0
CMP-00604,Mall,South,Christmas,Seasonal Gift,Vanilla,Free Add-on,10,25127,0,0,1,Weekend,10,7741,3692,707,658,350,232142.4,56.53,69987.81,61236.16,0.875,0
CMP-00605,University Area,Bangkok,Normal,Birthday,Red Velvet,Bundle,20,19012,0,0,0,Weekday,5,6547,3251,522,936,132,98841.6,45.61,29816.58,15262.32,0.512,0
CMP-00606,Mall,Bangkok,Mother's Day,Office Celebration,Matcha,Bundle,15,25049,0,1,0,Weekend,5,13232,3757,554,879,340,276893.79,51.88,40062.52,103602.01,2.586,1
CMP-00607,CBD / Office,Bangkok,New Year,Seasonal Gift,Chocolate,Limited Edition,25,34663,0,0,1,Weekend,12,9835,5307,652,751,617,404797.41,49.15,80213.42,118724.32,1.48,0
CMP-00608,Hospital,Bangkok,Christmas,Seasonal Gift,Vanilla,Personalized Box,20,33481,1,1,1,Weekday,4,5239,6503,206,781,104,78624.83,46.88,79076.35,-42217.06,-0.534,0
CMP-00609,University Area,Bangkok,New Year,Office Celebration,Fruit Cake,Free Add-on,5,28554,0,0,1,Weekend,14,7664,5024,309,903,532,511141.34,56.25,72195.64,215333.99,2.983,1
CMP-00610,Mall,Bangkok,New Year,Office Celebration,Vanilla,Bundle,10,7547,0,0,1,Weekend,5,11484,2185,529,684,252,173746.94,47.45,32720.4,49722.61,1.52,1
CMP-00611,CBD / Office,Bangkok,Normal,Friend Group,Cheesecake,Creator Collaboration,20,31708,1,0,1,Weekend,6,10454,12080,364,911,321,262018.18,48.38,86582.9,40189.06,0.464,0
CMP-00612,Mall,Central,Christmas,Couple Gift,Matcha,Discount,0,40720,0,0,0,Weekday,4,11582,7219,742,840,284,238560.0,56.89,51059.77,84649.23,1.658,1
CMP-00613,CBD / Office,South,Normal,Couple Gift,Strawberry,Free Add-on,10,5000,0,0,1,Weekday,13,10610,1895,545,925,220,205128.0,59.38,67062.18,54746.47,0.816,0
CMP-00614,CBD / Office,Bangkok,Normal,Office Celebration,Cheesecake,Bundle,10,65924,1,1,1,Weekend,9,14323,10414,662,829,798,720419.24,55.23,125104.79,272776.57,2.18,1
CMP-00615,CBD / Office,South,New Year,Birthday,Chocolate,Discount,20,44434,0,0,1,Weekend,12,7280,8300,482,801,740,531095.04,47.48,101291.2,150897.98,1.49,1
CMP-00616,CBD / Office,North,Christmas,Couple Gift,Chocolate,Personalized Box,20,16713,0,1,1,Weekend,5,9069,3848,575,816,356,281200.13,48.44,47669.27,88547.69,1.858,1
CMP-00617,Neighborhood,Bangkok,New Year,Friend Group,Chocolate,Personalized Box,10,29367,0,1,1,Weekday,6,7764,4349,326,846,270,248749.38,59.6,52794.16,95450.5,1.808,1
CMP-00618,Neighborhood,South,Valentine,Birthday,Fruit Cake,Social Challenge,25,39474,0,1,0,Weekend,5,6906,7835,453,920,309,232398.9,52.27,56086.62,65377.44,1.166,0
CMP-00619,Neighborhood,Northeast,Graduation,Family Celebration,Strawberry,Bundle,5,45199,0,0,1,Weekend,14,3215,6499,445,819,596,519363.94,46.82,106975.4,136169.41,1.273,1
CMP-00620,CBD / Office,Central,Mother's Day,Seasonal Gift,Cheesecake,Limited Edition,10,74782,1,0,1,Weekend,9,10902,12445,648,937,857,841810.39,52.97,147847.0,298031.61,2.016,1
CMP-00621,University Area,Bangkok,Songkran,Couple Gift,Red Velvet,Creator Collaboration,20,49844,1,0,0,Weekday,3,7979,16442,303,963,107,82432.8,46.32,95256.67,-57075.37,-0.599,0
CMP-00622,Mall,North,Normal,Office Celebration,Red Velvet,Creator Collaboration,15,54179,1,0,1,Weekday,8,12829,11948,654,996,679,643822.37,50.04,117326.08,204850.52,1.746,1
CMP-00623,Neighborhood,Central,New Year,Family Celebration,Strawberry,Personalized Box,5,17238,0,0,0,Weekday,10,5080,2879,259,923,239,209567.15,52.55,39302.43,70829.41,1.802,1
CMP-00624,Hospital,Northeast,Normal,Seasonal Gift,Chocolate,Limited Edition,20,18488,0,0,0,Weekday,10,3145,3042,213,904,159,119588.35,47.14,40539.72,15829.35,0.39,0
CMP-00625,Hospital,Bangkok,New Year,Self Reward,Matcha,Limited Edition,0,46807,0,1,0,Weekday,10,4190,7669,352,889,510,513962.9,56.89,67599.31,224814.67,3.326,1
CMP-00626,University Area,Bangkok,Christmas,Self Reward,Cheesecake,Creator Collaboration,30,37365,1,1,0,Weekday,4,10754,12313,488,864,229,150964.13,58.21,90449.37,-2568.16,-0.028,0
CMP-00627,CBD / Office,North,Back to School,Couple Gift,Fruit Cake,Bundle,5,38843,0,0,0,Weekday,8,6764,8205,470,865,406,333630.5,56.1,60068.75,127084.21,2.116,1
CMP-00628,Hospital,Central,Graduation,Office Celebration,Red Velvet,Social Challenge,0,47404,0,1,0,Weekday,6,4535,14032,261,1017,183,202860.99,63.39,64798.7,63787.24,0.984,0
CMP-00629,Mall,South,Songkran,Couple Gift,Strawberry,Free Add-on,15,24796,1,0,1,Weekday,3,9788,5589,541,902,192,164871.17,54.75,68081.22,22185.67,0.326,0
CMP-00630,Neighborhood,Bangkok,Back to School,Seasonal Gift,Matcha,Social Challenge,0,73486,1,1,0,Weekend,12,5388,20620,445,930,679,688302.3,56.42,138835.24,249510.09,1.797,1
CMP-00631,Neighborhood,Northeast,New Year,Self Reward,Chocolate,Personalized Box,25,30806,0,1,0,Weekday,12,5717,4798,280,776,426,270245.88,54.89,79551.86,68790.38,0.865,0
CMP-00632,CBD / Office,Northeast,Valentine,Office Celebration,Fruit Cake,Bundle,0,47503,0,0,1,Weekend,13,8112,5261,642,971,661,718850.72,62.48,113573.93,335586.61,2.955,1
CMP-00633,University Area,South,Mother's Day,Seasonal Gift,Matcha,Bundle,10,43489,0,0,0,Weekday,3,10059,6825,565,856,208,160243.2,53.8,52423.13,33789.96,0.645,0
CMP-00634,CBD / Office,Northeast,Back to School,Office Celebration,Matcha,Free Add-on,5,30243,0,0,0,Weekday,3,8545,4675,562,903,145,124388.25,53.13,40113.46,25976.16,0.648,0
CMP-00635,Hospital,North,Valentine,Family Celebration,Vanilla,Bundle,0,32966,0,1,1,Weekday,10,4318,3863,354,688,357,297195.36,52.52,81007.66,75081.92,0.927,0
CMP-00636,Mall,Central,Normal,Couple Gift,Strawberry,Discount,20,36253,0,1,0,Weekend,13,13880,4614,544,840,454,332545.92,48.45,76388.59,84739.19,1.109,0
CMP-00637,Neighborhood,Northeast,Normal,Self Reward,Fruit Cake,Free Add-on,20,25065,1,1,1,Weekday,3,6182,4058,307,887,135,115913.16,57.46,83013.53,-16413.86,-0.198,0
CMP-00638,CBD / Office,Bangkok,Normal,Self Reward,Chocolate,Creator Collaboration,10,45656,0,0,0,Weekend,14,10930,12464,500,922,979,812374.2,46.14,103217.52,271640.02,2.632,1
CMP-00639,Hospital,South,Mother's Day,Birthday,Red Velvet,Bundle,5,10022,0,1,0,Weekend,14,2623,1762,321,1046,163,176550.68,56.06,61180.17,37796.99,0.618,0
CMP-00640,Neighborhood,South,New Year,Office Celebration,Strawberry,Creator Collaboration,20,53933,0,0,0,Weekend,14,3577,12250,444,834,812,541766.4,49.7,101603.99,167668.39,1.65,1
CMP-00641,Mall,Bangkok,Normal,Office Celebration,Chocolate,Creator Collaboration,20,41977,0,0,0,Weekend,5,14140,7393,540,773,349,215821.6,51.03,62643.66,47484.74,0.758,0
CMP-00642,Neighborhood,Bangkok,Valentine,Family Celebration,Cheesecake,Limited Edition,20,15635,0,0,0,Weekday,6,5708,3207,504,921,247,189269.18,48.47,35317.98,56425.84,1.598,0
CMP-00643,University Area,Bangkok,Valentine,Self Reward,Red Velvet,Free Add-on,10,38331,1,0,0,Weekend,3,8966,6460,315,1086,113,110446.2,45.88,68724.38,-18053.12,-0.263,0
CMP-00644,Mall,Bangkok,Graduation,Office Celebration,Red Velvet,Discount,25,10215,0,0,1,Weekday,12,12587,2645,432,935,496,389558.4,49.39,71600.61,120814.15,1.687,0
CMP-00645,Transit,North,Normal,Birthday,Fruit Cake,Free Add-on,15,26203,1,1,1,Weekend,14,7673,6371,371,1027,467,493277.86,48.72,92487.69,147828.4,1.598,1
CMP-00646,Neighborhood,Bangkok,New Year,Self Reward,Red Velvet,Limited Edition,10,31409,0,1,0,Weekend,9,7786,5552,384,1019,461,479266.92,55.79,56972.36,210404.66,3.693,1
CMP-00647,University Area,South,Normal,Friend Group,Fruit Cake,Creator Collaboration,5,70992,1,0,1,Weekend,4,7773,25106,295,932,158,156680.38,58.17,121468.61,-30324.08,-0.25,0
CMP-00648,Transit,Central,Normal,Birthday,Vanilla,Free Add-on,0,20636,0,0,1,Weekday,4,9080,3298,410,882,131,129407.04,46.77,37713.02,22805.51,0.605,0
CMP-00649,Mall,South,Mother's Day,Birthday,Chocolate,Limited Edition,10,26486,0,0,0,Weekend,14,10818,4170,711,865,678,548935.92,51.0,58076.88,221866.07,3.82,0
CMP-00650,Neighborhood,Bangkok,Christmas,Self Reward,Matcha,Bundle,30,21850,0,0,0,Weekday,9,2916,4077,439,850,279,166005.0,38.05,50652.68,12514.03,0.247,0
CMP-00651,Mall,Bangkok,Normal,Self Reward,Cheesecake,Bundle,20,38349,0,1,0,Weekend,14,14988,6973,468,889,742,575204.34,48.09,80110.54,196524.05,2.453,1
CMP-00652,University Area,North,Valentine,Friend Group,Matcha,Bundle,25,43567,1,1,0,Weekday,7,6165,8742,271,858,260,182367.9,48.01,97363.27,-9806.62,-0.101,0
CMP-00653,Mall,Bangkok,Back to School,Couple Gift,Strawberry,Creator Collaboration,15,22299,1,1,0,Weekday,13,13131,5542,464,884,674,552023.52,53.23,96123.97,197695.56,2.057,1
CMP-00654,Neighborhood,Bangkok,Normal,Birthday,Strawberry,Free Add-on,5,12094,0,0,0,Weekday,12,7572,3184,417,1002,204,194187.6,50.83,37285.34,61417.18,1.647,0
CMP-00655,Mall,North,Normal,Friend Group,Matcha,Personalized Box,20,37404,0,0,1,Weekday,13,9474,7217,628,992,595,528855.04,49.36,77965.77,183067.33,2.348,0
CMP-00656,Mall,North,New Year,Self Reward,Fruit Cake,Bundle,10,45241,0,1,1,Weekday,13,12181,7126,641,793,878,758220.61,49.05,96993.75,274897.93,2.834,1
CMP-00657,CBD / Office,Northeast,Christmas,Friend Group,Red Velvet,Creator Collaboration,30,35172,0,0,0,Weekend,5,9682,8091,480,993,300,208530.0,40.31,45742.54,38309.33,0.837,0
CMP-00658,Neighborhood,Northeast,Normal,Self Reward,Vanilla,Social Challenge,10,18509,1,1,0,Weekday,9,5176,7044,318,847,372,309097.4,58.42,59585.58,121001.12,2.031,1
CMP-00659,Mall,Central,Normal,Seasonal Gift,Matcha,Free Add-on,5,30123,0,0,0,Weekday,13,10121,4184,545,815,370,286472.5,57.27,77231.54,86818.41,1.124,0
CMP-00660,Hospital,Bangkok,Normal,Birthday,Red Velvet,Social Challenge,20,62457,1,1,0,Weekday,6,5369,16111,179,1002,156,136304.06,51.8,93748.93,-23148.74,-0.247,0
CMP-00661,Mall,Northeast,Christmas,Friend Group,Chocolate,Discount,0,30476,0,0,0,Weekend,12,9436,4961,722,891,395,351945.0,57.65,55766.37,147119.38,2.638,0
CMP-00662,Neighborhood,Bangkok,Back to School,Office Celebration,Vanilla,Bundle,10,5000,0,1,0,Weekend,3,6053,1161,317,722,94,66578.51,51.81,14301.12,20191.87,1.412,1
